197769
3168367 22023407
43774059 3366020
34541581 28200530
46880992 29358980
10106969 32367509
24742308 14355146
10292777 27218009
34088876 1995857
13040061 26574272
42115257 22945952
2975754 19525484
20521165 5782935
26450771 27178387
9656111 10677342
4549887 12176709
33693449 15046037
49440594 23263381
43132075 28004384
23527436 24899395
30331796 5152176
34218659 15975269
43266675 16073787
13838844 31677472
36338157 28899951
36940822 7349497
46462669 28845892
45870948 7133414
43101422 32676465
27814203 33151681
7931079 12506979
20963779 305978
47849694 21619786
47706339 24685546
48410564 28291865
7952407 29962819
33041216 263903
26981071 16354136
26811934 8887592
26918788 16984374
17657044 20438303
31100421 16125620
28566451 16011344
30251668 3497319
43656724 20093878
27867267 13747913
27440749 652390
751258 31163632
40655765 18280133
31032186 21818278
47987430 20704776
50975935 21233380
44662971 15283495
8612940 27099220
26531019 9944253
42978586 31097647
3011414 27948486
49809602 27163960
43140176 2971799
43793945 16086253
44262970 5952306
27514232 21035198
14220732 21537395
23639615 13922488
43912926 2902567
4387496 11922398
44727271 26207234
31471852 26960247
24083490 30994827
29101907 14491829
44829187 12868780
26046310 10941080
32549478 25190899
47193466 19943036
1340541 26318136
50330086 23444688
41943440 20292124
25399975 14595366
48373216 32337044
33623952 10184852
22789074 12534665
1644173 30495683
27619674 1638333
13726547 11728693
41761893 27373227
45445887 28330948
36497139 30286218
2971572 23155923
18081841 14374362
31096928 20179384
39728706 28046084
44794556 18168598
33879324 27122302
30509774 14361061
16113852 31944942
45047394 3371559
46272406 15371612
38231087 8603107
47677175 20013278
47084273 25183559
9042985 12153973
17357905 3308444
18059567 12492741
44659235 2835937
25408000 26135
5004812 31150528
36426689 21889962
33798593 29297887
27438437 5292945
5178889 15075231
2460350 28446248
36657337 7503340
41939584 27935203
21209206 12686249
29805502 273103
11830549 25405967
45867929 33950067
5877181 33887263
19503513 774257
44447510 8027354
13602928 29751567
26970938 14379039
1094794 27447541
29510760 16174468
31053158 31515818
30591555 24274120
954037 27451068
34459806 18257452
50281935 19645302
36712197 31286248
2098164 32240702
27029377 33413642
38963915 20780609
3123653 17252001
48667289 16837251
28705417 307321
20691201 3620307
13298400 31274155
43699767 24095875
28869021 15153855
6148315 30294493
40874004 31993739
8353081 25194747
14990738 1750094
25794683 9166141
1068614 23528034
32433693 18427984
28132232 2422340
23861006 28942719
45371078 6774767
31057475 11924701
11479942 26127083
13868749 20513000
16331618 21995149
29901891 85030
27430938 8883933
44772512 4093258
43312503 3286820
9376918 27773345
6568361 20897693
46630752 22781526
48642882 27353685
11578294 12435347
22070012 12755639
48663404 24058202
46713757 16797558
4618096 9477683
8832999 12309439
29766618 3835110
25800891 1599379
48319108 22227368
8597816 5336630
28726049 31801708
36917326 8127524
25845512 8930996
35697734 25404407
43179909 3158173
19734040 758232
35692674 32037425
4873447 11632198
8944938 15182090
26120825 10971592
18905928 25749812
32356608 28189035
4423780 30459116
45655888 1900744
35046910 30349248
8553477 11274767
13410982 5364385
16150742 19488661
20898300 1803102
30656922 16012988
9465085 16730292
9570130 5910411
33220900 28209386
25382092 2025863
50430598 21375818
42902769 29492420
30015971 10195088
31450067 19027144
24751939 15587484
23219565 13761652
2170329 22634930
23846185 12121134
18991164 14265922
17390625 23519534
31238272 26991982
18225797 32966795
44460371 13815639
167700 23698260
32427385 30177035
8592957 15450010
36322240 29572368
2162433 26499802
43877408 21941390
49494216 20672185
23416947 28551932
10821415 32169174
32469345 17014671
47699405 32006531
24280863 5294752
41554330 18336050
22873529 12789094
19826381 25594217
8821442 6574125
32221057 23789567
23243182 1522289
46280267 16995535
6353975 30761172
46263237 24855315
10842757 14613889
46874824 19823884
28953402 24948053
48498097 31744985
13675056 31935557
10742498 22195602
34342223 31382004
50613494 21620260
46611960 20095145
23323506 9365288
12432149 29477465
14769582 12082840
13282106 32700587
26350689 16082912
33078295 23642175
11741435 33058456
4391424 11675239
16978471 11623156
5174597 32721668
27549794 1206991
25616995 27300513
31809531 25639631
5051150 33122118
46759691 32554458
8424897 2677221
6070036 11066500
28766455 4264494
5250645 23210239
47997659 17859226
11893647 30909214
28993762 26914519
29612275 10455041
6711359 13028635
49221631 18224007
8631865 167124
42371942 20652266
38402774 25661366
40241793 25640722
49442933 18705410
3113424 29381278
24929700 24150700
17071881 24697580
39653691 22860498
13592875 11814193
43600488 836319
16000657 1531600
24791494 4735589
24986911 16062083
25990725 19977614
38889416 7539346
50724175 31002398
14745360 29680175
43942381 18667917
7375564 16508339
7310328 20565974
29601242 26347573
22192823 3415774
43884408 21532161
49654903 29968936
5644711 29613215
8434011 12820118
48142068 21735753
28887564 16337208
4946893 30280602
13856151 24888946
27560190 696916
19626108 6255689
42849088 4885677
46214404 11197375
41005638 21673134
42623291 25960468
48241344 15595565
38984358 33963863
29764562 28033352
25612007 2608124
6404752 27339384
21943869 13411894
14152156 19682158
10597487 7793948
10813188 11380948
47551141 16084273
29260860 22664710
14839209 25687706
14689912 8995889
29499773 22473280
27626116 17279113
45762795 2858936
45741120 25196249
44141063 27047454
4402949 13005889
6689270 31925253
26543611 10339279
48337251 27002401
44724682 21521577
23843508 17029014
50210110 21995404
30295257 9151121
43310767 5806499
43950808 33458489
30317702 25948458
26411313 16664976
50922664 15233386
36390302 8546387
40082223 19561653
21692859 11422831
19132116 13295714
30232924 4223006
41874578 32161772
45218198 10805422
30187919 18406303
17860785 14502952
12305082 26535433
12584158 11101380
43562607 4942642
19614482 12048613
32426445 15504094
21471973 1365266
27741983 8228276
30108250 15571904
10026596 26547242
48642697 32507213
6197816 27800208
9097719 24399865
27776037 17165216
44314554 17766430
6848510 31723562
15681294 29336179
7481537 14292965
10130430 24108810
43514913 19932134
49950775 33963959
31563514 11607530
37095137 32215505
2320232 31545589
3591770 28944363
4752434 14164054
44398101 30717456
31691838 18962840
20107343 30145452
48831908 23293653
40550821 24043997
45409045 18904730
20864044 3863933
2087138 29257605
41335086 19385501
43998754 1664835
45768469 23869483
20496915 1746366
26557899 9778907
26282380 14595191
5008845 13035978
1165875 13233939
29872455 6766799
15369162 7533970
29782052 22831131
29038229 4598205
44190980 11385103
28928105 18153696
45266574 19735944
27319850 12816394
1999672 24650240
17858090 14564953
30719037 15503675
42194049 23993974
27459489 12558814
27722395 28179263
38758438 27355817
17020637 14541733
18473549 23358188
48859975 33403955
47813690 33879094
9790542 25659641
11271464 31305301
30938444 15280631
48270580 18183727
42631544 33845375
3434717 28871732
38534463 20590324
44337001 12364730
41637575 26754295
49410496 21715501
15085694 23950368
41834943 32872050
15813250 14819010
25863299 15703305
25760184 456878
47950662 24714515
41839986 25258497
46188466 20135507
10748556 9665822
3412508 28736535
24492305 163012
31646586 33231939
33451518 30601908
12946890 10560345
28062756 24015048
10740744 25210092
37684372 26780796
44739816 15018746
38273156 6803573
12646392 9751786
41791700 30417755
10802454 11804040
18701744 31961373
16971061 3116890
47400971 30683777
11577164 31950278
44531369 12526014
25948482 26603978
37166083 24211352
7050328 27986428
43637244 7875803
22330091 13205522
7214772 30041406
45761617 20840499
19095823 8036740
38907052 33609897
26714602 15002906
41004235 27594733
4053236 13544506
6166759 30168279
45583105 11208781
46033531 32360569
39005672 23764442
43811437 13882515
46401333 9197194
10928019 23572502
17542941 12472768
45134097 124707
12921486 9607781
19750481 11660779
25177568 14855028
38458976 7352290
43770169 12939514
13184018 27848391
13717728 26360810
22971288 17333838
44001494 2303583
34135145 31586993
28541083 14788035
14173270 21249023
24898236 15489352
44569340 2239017
48361916 19824603
4716338 22128787
28352876 17076084
22934576 12504957
32330018 8249185
47970834 26782693
33573762 25187697
29190004 8153723
44808974 14212206
47032718 18445124
18095660 3612283
11374908 30212300
32821838 22526349
44163901 9106098
9861426 16752344
6096749 10714202
10983050 33463238
30941009 31962243
5270805 27730249
33762270 667536
26635107 65592
23072625 3581484
45943447 4454288
44203622 12379476
44951011 21644184
20851216 26725334
7147965 10593818
30412922 10617873
29695053 18939816
44746206 16165374
27275013 27446576
27612213 3414053
12953459 31294203
18558729 26114822
47823545 32648517
48188722 26322988
23886864 13082444
30252635 3717445
2921296 29913028
30316491 573306
2051854 29889089
48810097 20584125
33005764 30902877
23100520 16931232
44200584 3684544
11333005 2283571
18950841 8467047
24197053 13678711
41595808 22934695
24310640 19606220
43206255 12402864
23561464 5340180
23066852 12722579
20018303 21443400
4636777 32405255
40552553 22741000
44361766 20648572
49372431 27213626
43104507 27074414
45478410 12847712
12162740 9944772
39828423 30468655
29664185 16486002
8476997 22663972
1990545 28067128
5409755 33965160
36142664 13434271
10703492 33767140
35439422 15280455
8388310 8816258
45265373 30942028
24173035 24454883
46403713 14133975
44544765 16042932
45149280 17083782
23006427 327667
28461113 4014033
37710678 6637615
21842426 13816456
34824874 14018603
47613022 33044201
21493868 5703434
29090393 9219194
45267805 11304954
48532984 22149891
25345894 14736840
50010548 22784461
14932090 29807675
39825601 29464528
48123343 22607610
50050102 31630582
42708630 4068637
1189435 31335643
16042983 23150229
43052133 9663146
11765094 26373982
6038523 20712145
29981087 17486139
37997973 29358038
20728522 1940414
19856399 352315
34022500 31195629
19814411 32889476
35111374 23409519
33594207 22848309
28583783 17852835
27082779 33354283
35321174 31863745
14409150 33087664
25011834 10078042
16041173 17555145
43764257 5443137
39433961 27098686
38897892 27455681
50274982 28033700
30872420 15385398
35199628 32748298
49761379 25182677
28320585 14855808
14837314 28303461
30462959 13331136
21652474 11297384
25937561 13835395
25373688 1855318
45244738 8853952
43725572 17181517
8228129 10416278
29978333 1710565
50644384 16348664
29494863 16003673
3064097 24523644
24231265 17037710
33460289 22210615
19614124 29088314
15530263 23218453
17631003 30189468
1707335 30093437
9571743 24866340
39681951 18911038
20032525 6232831
25451568 7353941
30796272 12643686
33952816 27783047
45878807 27503104
49837504 16453362
46134929 23308731
49012306 19273633
27319803 5205212
25349445 13417270
13948647 22796065
22120000 14055565
3982645 33683755
7660341 25554184
4899866 25687516
22614789 17748445
24897321 13283206
28574975 1544110
8857846 6694402
48203919 24360630
50150373 31538951
18023693 3897450
14817995 31962469
15979104 17915037
44644113 2217871
49714399 21263251
42901965 1662085
26012322 14952388
697333 27470730
15055985 10922888
50987013 33418832
38035121 27143349
50593054 33017629
8551953 11545456
32381489 17717043
30154335 7254926
43821407 11572313
9742118 22858614
4042816 28976266
45543109 1435108
44464316 14258858
47257562 20701575
15153876 28322611
7164806 5022149
31931553 16035464
11924308 4022863
6819960 4243627
4307453 10359800
9673706 32749157
42273049 28303475
43291923 7248089
30674025 7676841
5422549 33603348
27743805 15739120
36218334 8479004
50129178 32714004
26043624 16710598
32806843 17271764
30571627 14149638
10184032 10768210
41773638 24135768
13095689 7347050
29042318 13589466
48800494 25506891
9565742 6183706
35478921 24252798
22411249 1416357
11039748 955187
9447799 30364424
36698909 20763239
29558279 28302520
21371798 2236512
26505467 16912418
2813772 26013262
8513193 30256368
32282550 27197109
329549 20417391
19973018 9432187
6683861 32607962
24319232 658857
48922788 24510958
31331671 10823119
48036933 32613877
35620291 4601641
25152499 1444133
831018 28187484
20509663 13585225
46729510 27492608
47052487 23093849
2546049 27520189
1777138 27966198
28370520 27766191
6053365 32034558
5667345 13873700
37107006 6053715
27419569 18005619
22860935 19690256
2119070 29092695
44549480 27400050
6708306 8090902
44188862 8993496
47881629 20688521
25900267 13881657
21321305 28292039
43514141 9054053
29059902 26750703
10647211 19768624
14432274 16664956
7529230 13031307
1425435 23725594
9441745 26571702
46461951 12858183
12403000 25328653
31767955 22548638
9103462 11525101
3763058 25767018
26901736 14786178
26204640 8966905
46151346 19305302
6228074 28436731
47529996 19796571
31338362 12448731
30020915 5750024
44277570 5107769
29381626 33256240
28992777 17734454
43487121 15769122
34424721 17143553
25545820 24802930
46374686 27198427
1414401 23875203
21294559 5565843
34115398 2213881
43790549 4976025
8777765 12194867
39533106 28714131
24513132 27055915
44827530 18417481
48128111 30786243
41910483 26782294
10752404 11393698
44603704 14078399
25322562 32971865
46811819 22802254
19887539 18053668
41871714 22741254
6312857 25601436
26974301 14792788
24792038 16792583
29693186 26308071
9862372 32294385
26401339 4696114
10248317 32723458
16328000 22744922
14212196 32017517
17994717 21717920
45529986 21049370
48561479 33138443
29431875 15353625
14615943 32174487
45454882 11847187
26557295 33503645
23128838 11842257
23779552 23213443
50190851 33857409
15786072 28628798
21832362 16871788
21556511 434249
24515897 4010070
44719063 20841253
25962080 13478805
6164673 33602888
36141361 31645082
28775156 19605603
7215513 33086139
41201975 22737757
32740675 11179676
1518612 28377028
45360486 23064209
5812816 7216772
43497138 9904822
31043402 5566917
2143639 31176085
26746152 8622369
26588465 10960215
14824650 21763475
21170295 12280235
25771517 6568470
24813110 22331749
45625478 26265761
45728917 540269
43883470 7255477
13783237 32167315
7937547 28320558
2032577 31396315
11612764 28684949
46439695 18352456
50920785 20067944
37971214 33004269
6158821 32505842
9279407 7951101
